total_units,units_2,units_3_4,units_5_9,units_10_19,units_20plus,median_rent,median_value,renter_occupied,total_occupied,population,median_hh_income,GEOID,affordability_stress_index,rent_burdened,mf_share,log_rent,log_income,mean_max_height_ft,mean_max_far,mean_max_du_per_acre
1710,48,29,48,0,0,1342.0,696100.0,113,1647,4867,149234.0,25009212102,0.10791106584290444,0.0,0.07309941520467836,7.201916317531627,11.913270822828164,,,
2913,87,32,61,0,13,730.0,816200.0,159,2846,8168,209423.0,25009213100,0.04182921646619521,0.0,0.06625472021970477,6.593044534142437,12.25211140901819,,,
2329,0,186,13,0,0,1107.0,732700.0,305,2217,6532,162734.0,25009214100,0.0816301448990377,0.0,0.08544439673679691,7.009408932708637,11.999872244946184,,,
1677,36,89,0,15,89,1375.0,697200.0,211,1601,4689,138375.0,25009215101,0.11924119241192412,0.0,0.13655336911150864,7.226209010100671,11.837722670010939,,,
1143,58,7,87,0,0,1469.0,586400.0,203,1043,2897,134946.0,25009215102,0.13063002978969365,0.0,0.13298337707786526,7.292337176173877,11.812629977399228,,,
1400,62,15,70,0,6,,805600.0,169,1325,4933,181982.0,25009216100,,,0.10928571428571429,,12.111663060068995,,,
1734,70,62,80,92,100,1176.0,634900.0,489,1616,4587,128438.0,25009217101,0.10987402482131457,0.0,0.23298731257208766,7.069874128458572,11.763201576609152,,,
1272,45,129,34,213,48,1795.0,548700.0,701,1256,2896,88500.0,25009217102,0.24338983050847457,0.0,0.3687106918238994,7.492760300922379,11.390757830996021,,,
1830,57,28,167,300,90,1927.0,543600.0,561,1748,4133,121481.0,25009217201,0.19035075443896576,0.0,0.35081967213114756,7.563719668414366,11.70751315093351,,,
1484,128,12,0,0,22,1617.0,560200.0,110,1425,3501,135417.0,25009217202,0.1432907242074481,0.0,0.1091644204851752,7.388327859577107,11.816114185493406,,,
2154,373,492,186,59,255,1558.0,487000.0,1230,2014,4921,103261.0,25009217300,0.1810557712979731,0.0,0.6337047353760445,7.351158226430694,11.545015042678825,,,
1417,133,520,113,158,39,1451.0,361600.0,1132,1377,2503,58457.0,25009217401,0.2978599654446858,0.0,0.6796047988708539,7.280008252884188,10.976046720208542,,,
1916,108,332,495,195,205,1821.0,437400.0,1021,1851,3450,79056.0,25009217402,0.27641165755919855,0.0,0.6967640918580376,7.507141079727608,11.277911741085532,,,
2973,285,581,103,80,160,1435.0,557100.0,1030,2797,6590,98603.0,25009217500,0.1746397168443151,0.0,0.4066599394550959,7.268920128193722,11.498856966091356,,,
1607,35,16,0,30,74,579.0,682600.0,360,1556,4378,118333.0,25009217601,0.05871565835396719,0.0,0.09645301804604854,6.361302477572996,11.681257962884068,,,
1269,86,87,29,141,0,1177.0,734200.0,116,1269,5455,240143.0,25009217602,0.058814956088663835,0.0,0.2702915681639086,7.0707241072602764,12.38898985821926,,,
2191,110,107,187,16,0,1760.0,970200.0,480,2101,5386,209052.0,25009218100,0.10102749555134607,0.0,0.19169329073482427,7.473069088032197,12.25033830382816,,,
2705,285,266,83,34,29,1820.0,655300.0,643,1947,3952,94125.0,25009220101,0.23203187250996016,0.0,0.2576709796672828,7.506591780070841,11.452378965102195,,,
1527,155,57,180,15,17,1572.0,646300.0,382,1335,3021,95444.0,25009220102,0.19764469217551653,0.0,0.2776686313032089,7.360103972989152,11.466294967041916,,,
2199,157,69,33,12,0,1422.0,629600.0,383,1784,3860,100096.0,25009221100,0.17047634271099743,0.0,0.12323783537971805,7.259819610363186,11.513885004464928,,,
2625,139,397,134,66,0,1156.0,651600.0,652,2247,4613,101750.0,25009221300,0.13633415233415233,0.0,0.2803809523809524,7.052721049232323,11.53027410330484,,,
1490,541,399,119,61,0,1395.0,433100.0,771,1469,3889,67443.0,25009221400,0.2482095992171167,0.0,0.7516778523489933,7.240649694255466,11.119038075672119,,,
1746,318,545,202,101,51,1349.0,373400.0,1061,1698,3256,60938.0,25009221500,0.26564705110111914,0.0,0.6970217640320733,7.207118856207756,11.017612232834747,,,
1135,243,257,53,117,0,1365.0,404500.0,616,1086,2809,56333.0,25009221600,0.29077095130740416,0.0,0.5903083700440529,7.21890970761906,10.939035788059831,,,
1375,448,477,0,28,0,1468.0,428400.0,699,1316,2696,61500.0,25009221700,0.2864390243902439,0.0,0.6930909090909091,7.291656209174461,11.02679245379461,,,
725,71,11,0,0,0,1537.0,617900.0,85,688,1889,114750.0,25009221800,0.16073202614379084,0.0,0.11310344827586206,7.337587743538596,11.650511127922792,,,
1525,85,96,74,54,85,1583.0,561700.0,453,1500,3446,113929.0,25009221901,0.16673542293884785,0.0,0.2583606557377049,7.367077059881012,11.643330726334234,,,
1810,74,20,19,107,247,1562.0,551900.0,393,1471,3372,95513.0,25009221902,0.1962455372567085,0.0,0.2580110497237569,7.3537223303996315,11.467017642859016,,,
1578,140,94,20,12,0,1556.0,731000.0,260,1378,3674,133553.0,25009222100,0.1398096635792532,0.0,0.16856780735107732,7.349873704738337,11.802253681782624,,,
1994,40,193,15,33,78,1257.0,721500.0,409,1646,3912,123690.0,25009223100,0.12195003638127577,0.0,0.18004012036108324,7.136483208590247,11.725533714369055,,,
1786,261,355,280,48,8,1402.0,582400.0,842,1786,4046,90893.0,25009223200,0.18509676212689646,0.0,0.5330347144456887,7.2456550675945355,11.417438269499556,,,
2373,67,13,30,0,131,1542.0,650700.0,307,2178,5833,139239.0,25009223300,0.13289380130566866,0.0,0.10155920775389803,7.340835554123275,11.843947160055288,,,
1922,0,0,91,82,443,1073.0,,1859,1871,3809,32684.0,25009250100,0.39395422836862076,1.0,0.32049947970863685,6.9782137426306985,10.394640940504598,,,
1913,497,569,24,0,0,1725.0,352700.0,876,1851,6831,83491.0,25009250200,0.24793091470936987,0.0,0.5697856769472034,7.45298232946546,11.33249412059865,,,
888,148,269,98,26,0,1496.0,415400.0,739,851,2504,55211.0,25009250300,0.3251525964028907,1.0,0.6092342342342343,7.310550158534422,10.918917487774808,,,
1438,291,695,26,59,36,1501.0,400500.0,1083,1390,4282,50371.0,25009250400,0.3575867066367553,1.0,0.7698191933240612,7.313886831633462,10.827170891629782,,,
1279,128,828,44,40,0,1505.0,373200.0,988,1279,4392,51317.0,25009250500,0.35193015959623514,1.0,0.8131352619233776,7.316548177182976,10.8457773602789,,,
2076,528,833,0,41,41,1622.0,421900.0,1120,1996,5933,53228.0,25009250600,0.3656722026001352,1.0,0.6950867052023122,7.3914152346753585,10.882339852663634,,,
1720,313,869,97,44,39,1659.0,414200.0,1273,1662,5484,66250.0,25009250700,0.3004981132075472,1.0,0.791860465116279,7.413970290190444,11.101190743848468,,,
2770,530,723,284,20,157,1639.0,358600.0,1568,2632,8550,63465.0,25009250800,0.30990309619475304,1.0,0.6187725631768953,7.40184157874383,11.058243851822278,,,
855,124,336,56,16,25,1416.0,289400.0,777,828,2425,35119.0,25009250900,0.4838406560551268,1.0,0.6514619883040935,7.255591274253665,10.466497573539566,,,
613,31,229,114,130,12,1279.0,453400.0,516,589,1907,40880.0,25009251000,0.375440313111546,1.0,0.8417618270799347,7.153833801578843,10.618396224877586,,,
1416,164,463,80,137,56,673.0,,1326,1397,2857,20716.0,25009251100,0.38984359915041517,1.0,0.635593220338983,6.511745329644728,9.938661627543782,,,
764,68,156,290,50,90,948.0,388500.0,702,725,1494,23688.0,25009251200,0.48024316109422494,1.0,0.856020942408377,6.854354502255021,10.072723869781427,,,
1292,59,493,356,35,27,1281.0,239600.0,926,1275,3677,41769.0,25009251300,0.3680241327300151,1.0,0.7507739938080495,7.155396301896734,10.639909716577396,,,
1668,395,411,134,106,6,1352.0,393900.0,976,1642,5570,47113.0,25009251400,0.3443635514613801,1.0,0.6306954436450839,7.20934025660291,10.760304250413741,,,
2659,381,1000,150,99,309,1469.0,339000.0,1876,2497,7054,58601.0,25009251500,0.30081397928362996,1.0,0.7292215118465588,7.292337176173877,10.978507040265917,,,
2664,310,901,333,56,71,1672.0,280200.0,2011,2557,6935,62188.0,25009251600,0.32263459188267835,1.0,0.6272522522522522,7.421775793644647,11.03791733406963,,,
2244,139,754,334,269,24,1860.0,379200.0,1618,2165,5881,87958.0,25009251700,0.2537574751585984,0.0,0.6773618538324421,7.528331766707247,11.384614706802191,,,
3226,462,336,61,126,208,1682.0,378700.0,1033,3123,8482,73898.0,25009251800,0.2731332377060272,0.0,0.3698078115313081,7.427738840532894,11.210441042970608,,,
1525,97,214,67,72,16,1614.0,349000.0,507,1459,3529,70054.0,25009252101,0.2764724355497188,0.0,0.3055737704918033,7.3864708488298945,11.157021652204842,,,
1645,36,0,0,0,0,1319.0,524800.0,72,1613,4607,137917.0,25009252102,0.11476467730591587,0.0,0.02188449848024316,7.1846291527173145,11.834407333920808,,,
1322,59,46,10,21,21,,446200.0,168,1251,3450,104883.0,25009252201,,,0.11875945537065052,,11.560600722147484,,,
1240,18,0,0,0,9,,507000.0,13,1203,3611,110268.0,25009252202,,,0.021774193548387097,,11.610669045288885,,,
2990,459,593,286,136,226,593.0,369800.0,1351,2940,8133,70708.0,25009252300,0.10063924874130226,0.0,0.568561872909699,6.385194398997726,11.166313999655774,,,
1613,484,437,75,74,0,1585.0,404700.0,1005,1536,4407,60515.0,25009252400,0.3143022391142692,1.0,0.6633601983880967,7.368339686311381,11.010646547172705,,,
1580,236,149,88,93,24,2108.0,413000.0,504,1549,5309,89413.0,25009252501,0.2829118808226992,0.0,0.37341772151898733,7.653494909661253,11.401021364460279,,,
1814,235,63,64,102,82,1426.0,425000.0,329,1701,4837,86621.0,25009252502,0.1975502476304822,0.0,0.30099228224917307,7.262628600974241,11.369297559379882,,,
2885,59,140,267,112,206,1345.0,429300.0,509,2803,7175,97804.0,25009252601,0.16502392540182406,0.0,0.27175043327556325,7.20414929203594,11.490720754982036,,,
2101,0,0,38,260,39,2348.0,564600.0,285,1902,4765,119573.0,25009252602,0.23563848025892134,0.0,0.1603998096144693,7.761319180947987,11.691682342504373,,,
1141,18,39,46,15,56,1456.0,467400.0,208,1086,2989,103145.0,25009252603,0.16939260264675943,0.0,0.15249780893952672,7.283448228756631,11.543891044227108,,,
2483,275,440,35,41,49,1698.0,488400.0,971,2379,6343,94375.0,25009253100,0.21590463576158941,0.0,0.3383004430124849,7.437206366871292,11.455031486551325,,,
1422,225,44,91,103,65,2294.0,449800.0,471,1292,3171,109375.0,25009253201,0.2516845714285714,0.0,0.37130801687763715,7.738052297689316,11.602537623659915,,,
2843,108,73,691,778,68,2178.0,414600.0,1397,2691,7538,93799.0,25009253202,0.2786383650145524,0.0,0.6042912416461484,7.686162303492906,11.448909473956677,,,
1559,10,33,24,13,62,2114.0,801500.0,222,1504,4185,170714.0,25009253203,0.1485994118818609,0.0,0.09108402822322001,7.656337166430183,12.047744920650867,,,
2157,8,21,0,15,196,2273.0,686100.0,382,2068,5572,173261.0,25009253204,0.1574272340572893,0.0,0.11126564673157163,7.728855823852543,12.062554407100105,,,
1402,19,0,9,0,0,,792200.0,0,1377,4038,250001.0,25009253205,,,0.019971469329529243,,12.429220196836383,,,
2804,49,260,51,320,149,2025.0,618500.0,333,2651,6214,138924.0,25009254100,0.17491578129048976,0.0,0.2956490727532097,7.613324979540639,11.841682299993728,,,
2151,250,247,210,27,46,1514.0,665200.0,775,1987,5348,116625.0,25009254200,0.15578135048231512,0.0,0.36262203626220363,7.322510433997394,11.666718938149645,,,
1419,0,6,31,30,0,,881900.0,130,1389,4352,250001.0,25009254301,,,0.047216349541930935,,12.429220196836383,,,
1795,0,50,32,151,0,,765100.0,106,1723,4854,192708.0,25009254302,,,0.1298050139275766,,12.168931368849492,,,
1405,19,0,0,0,68,2592.0,812800.0,355,1341,3763,169531.0,25009254401,0.18347086963446213,0.0,0.06192170818505338,7.860185057472165,12.040791079935605,,,
2960,53,0,121,178,149,2138.0,820800.0,677,2960,7907,152835.0,25009254402,0.1678673078810482,0.0,0.16925675675675675,7.6676260915849905,11.937114187076496,,,
1355,8,35,43,28,9,2298.0,815900.0,105,1310,3951,219167.0,25009254403,0.12582186186789068,0.0,0.0907749077490775,7.739794458408701,12.297589275277337,,,
2709,354,391,277,204,329,1303.0,247600.0,2126,2413,5495,34050.0,25009260100,0.4592070484581498,1.0,0.5740125507567369,7.172424577124845,10.435585311577658,,,
1717,374,345,220,101,18,1374.0,320700.0,1198,1608,3718,49813.0,25009260200,0.3309979322666774,1.0,0.6161910308677927,7.2254814727822945,10.816031273123349,,,
1873,258,170,30,86,9,1183.0,387100.0,473,1824,4596,94038.0,25009260301,0.15096025011165698,0.0,0.2952482648158035,7.075808863978387,11.451454234882123,,,
1320,48,9,50,31,7,1565.0,439200.0,178,1293,3623,140156.0,25009260302,0.13399355004423644,0.0,0.10984848484848485,7.355641102974253,11.850511366950194,,,
1704,34,96,121,57,87,1404.0,367500.0,273,1661,4088,100840.0,25009260401,0.16707655692185638,0.0,0.2318075117370892,7.247080584585756,11.521290381301856,,,
2779,18,83,178,173,156,1474.0,451600.0,549,2766,7034,101728.0,25009260402,0.17387543252595156,0.0,0.21878373515653113,7.295735072749282,11.53005786371053,,,
1482,268,76,0,0,48,1785.0,471400.0,210,1393,3886,115054.0,25009260500,0.1861734489891703,0.0,0.26450742240215924,7.487173694213739,11.653156862351532,,,
1484,290,411,137,48,19,1681.0,344000.0,766,1412,4021,85625.0,25009260600,0.23558540145985402,0.0,0.6098382749326146,7.427144133408616,11.357732575564526,,,
1872,199,380,74,39,57,1579.0,382000.0,812,1812,5405,69955.0,25009260700,0.2708598384675863,0.0,0.40010683760683763,7.364547014255642,11.155607457167386,,,
2355,604,747,166,174,18,1530.0,399600.0,1559,2186,5395,61071.0,25009260800,0.30063368865746426,1.0,0.7256900212314225,7.333023014386481,11.019792400735156,,,
2293,400,278,162,41,85,1344.0,353500.0,787,2164,5331,73571.0,25009260900,0.2192168109717144,0.0,0.42128216310510247,7.203405521083095,11.206006205330874,,,
1719,441,240,105,15,44,1347.0,332600.0,605,1594,4171,90061.0,25009261000,0.17947835356036465,0.0,0.491564863292612,7.205635176410364,11.408242497502556,,,
1897,208,36,6,17,6,1870.0,453300.0,176,1897,5187,122745.0,25009261101,0.18281803739459856,0.0,0.14391143911439114,7.533693709848633,11.717864311629592,,,
2022,53,154,214,269,78,1551.0,408800.0,681,1953,5323,110554.0,25009261102,0.1683521175172314,0.0,0.3798219584569733,7.346655163176539,11.613259368353763,,,
2776,132,342,28,40,51,1179.0,462900.0,541,2644,6717,100321.0,25009262100,0.14102730235942623,0.0,0.21361671469740634,7.072421900537371,11.516130323919139,,,
1807,32,9,9,0,0,2143.0,726300.0,95,1624,4521,181125.0,25009263100,0.1419792960662526,0.0,0.02767017155506364,7.669961995473577,12.106942679622984,,,
2650,91,106,21,0,0,1576.0,483700.0,221,2613,6742,131952.0,25009264100,0.14332484539832666,0.0,0.08226415094339623,7.362645270417825,11.790193499073137,,,
1524,23,110,26,31,0,1250.0,541400.0,184,1498,4021,136339.0,25009265101,0.110019876924431,0.0,0.12467191601049869,7.1308988302963465,11.822899710285213,,,
1702,59,23,28,161,66,2267.0,584200.0,382,1677,4434,163487.0,25009265102,0.16639855156679126,0.0,0.19800235017626322,7.726212650507529,12.004488755454938,,,
1988,18,153,46,169,100,1273.0,449700.0,390,1849,4465,97309.0,25009266100,0.15698445159235014,0.0,0.24446680080482897,7.149131598557407,11.4856467613271,,,
2416,240,168,217,186,173,1579.0,422000.0,730,2363,5367,90580.0,25009266200,0.20918525060719806,0.0,0.40728476821192056,7.364547014255642,11.413988717110206,,,
1779,131,59,124,184,219,1403.0,453200.0,724,1779,3779,93450.0,25009266300,0.1801605136436597,0.0,0.403035413153457,7.246368080102461,11.445181812883709,,,
1624,211,220,44,137,162,1441.0,421500.0,627,1597,3668,72417.0,25009266400,0.23878371100708398,0.0,0.4766009852216749,7.273092595999522,11.190196357440879,,,
2068,132,80,12,0,0,1835.0,433500.0,288,2013,5384,110512.0,25009267102,0.19925437961488343,0.0,0.10831721470019343,7.51479976048867,11.612879391328754,,,
1808,320,257,144,40,40,1288.0,492600.0,229,903,1662,107902.0,25009267103,0.1432410891364386,0.0,0.4430309734513274,7.160845906664299,11.58897868675563,,,
1206,39,17,79,10,151,2088.0,401500.0,406,1134,2136,82581.0,25009267104,0.303411196280016,1.0,0.24543946932006633,7.643961949002529,11.321534908836368,,,
914,3,0,0,0,0,,710100.0,21,914,2618,211607.0,25009268100,,,0.0032822757111597373,,12.262486059704552,,,
2765,286,239,95,0,260,1419.0,695900.0,702,2748,7360,114921.0,25009268200,0.14817135249432217,0.0,0.3182640144665461,7.257707677160043,11.6520002147609,,,
2232,344,376,181,17,0,1323.0,713200.0,716,1961,4090,99826.0,25009268300,0.15903672389958526,0.0,0.4112903225806452,7.187657164114956,11.511183949411926,,,
2328,141,114,143,0,0,1959.0,836600.0,306,1968,4288,141563.0,25009268400,0.16606034062572847,0.0,0.17096219931271478,7.580189417944541,11.860500126662084,,,
2961,11,0,24,11,56,2092.0,745700.0,312,2501,6723,167625.0,25009269100,0.1497628635346756,0.0,0.034447821681864235,7.645875825184813,12.029484620583979,,,
2393,49,76,83,108,16,1211.0,610500.0,463,2376,6175,135396.0,25009270100,0.1073296109190818,0.0,0.13873798579189303,7.099201743553092,11.815959096926447,,,
2589,123,86,8,18,0,1088.0,261700.0,319,2004,4447,71776.0,25011040100,0.1818992420864913,0.0,0.09076863653920432,6.992096427415888,11.181305437319935,,,
1899,92,44,14,17,2,996.0,297000.0,285,1750,4423,82984.0,25011040200,0.14402776438831583,0.0,0.0889942074776198,6.903747257584598,11.326403097111664,,,
1348,30,58,37,8,20,972.0,314000.0,137,1225,2871,94775.0,25011040300,0.12307042996570826,0.0,0.11350148367952523,6.879355804460439,11.459260940384535,,,
1610,70,95,4,3,30,987.0,253900.0,233,1414,3292,72841.0,25011040400,0.16260073310360923,0.0,0.12546583850931678,6.894670039433482,11.196034262467789,,,
1740,230,227,184,4,0,1003.0,206500.0,468,1573,3969,57121.0,25011040501,0.21071059680327728,0.0,0.3706896551724138,6.910750787961936,10.952927103863022,,,
1646,69,43,136,153,13,478.0,207600.0,403,1433,3615,54620.0,25011040502,0.10501647748077626,0.0,0.2515188335358445,6.169610732491456,10.908155395027697,,,
2211,125,20,13,0,0,1272.0,350300.0,216,1945,4621,93706.0,25011040600,0.16289245085693552,0.0,0.07146087743102668,7.148345743900068,11.447917500327963,,,
1980,534,175,270,89,100,1086.0,237400.0,1028,1824,3921,52406.0,25011040701,0.24867381597527,0.0,0.5898989898989899,6.990256500493881,10.866776367570866,,,
2078,211,154,157,0,12,1156.0,261200.0,408,1929,4606,83429.0,25011040702,0.1662731184600079,0.0,0.2569778633301251,7.052721049232323,11.331751249728159,,,
2712,159,87,302,171,155,1565.0,380200.0,1103,2480,5394,68724.0,25011040800,0.27326698096734764,0.0,0.3222713864306785,7.355641102974253,11.137853762181857,,,
2355,301,78,25,105,25,1339.0,390100.0,509,2241,5125,99917.0,25011040900,0.16081347518440306,0.0,0.2267515923566879,7.199678345691172,11.512095120329514,,,
1442,41,141,63,44,17,693.0,256300.0,356,1425,3223,67591.0,25011041000,0.12303413176310456,0.0,0.21220527045769763,6.541029999189903,11.121230117072985,,,
1738,180,73,48,89,27,999.0,273500.0,345,1639,3650,76174.0,25011041100,0.15737653267519103,0.0,0.23993095512082854,6.906754778648554,11.240775476101184,,,
1433,287,104,11,12,8,1280.0,224300.0,361,1372,3100,59965.0,25011041200,0.25614942049528894,0.0,0.2944870900209351,7.154615356913663,11.001516337665821,,,
1399,392,282,154,34,13,1038.0,199600.0,768,1297,2717,47639.0,25011041301,0.26146644555931065,0.0,0.6254467476769121,6.945051063725834,10.771407032484863,,,
1309,270,286,149,30,0,1018.0,243100.0,954,1241,2266,40605.0,25011041302,0.30084964905799777,1.0,0.5614973262032086,6.925595197110468,10.611646490716511,,,
1259,129,202,174,31,49,960.0,183900.0,863,1172,2718,33889.0,25011041400,0.33993331169406,1.0,0.46465448768864176,6.866933284461882,10.43084575693648,,,
1845,132,35,30,55,14,1022.0,358500.0,220,1677,3611,83589.0,25011041501,0.14671786957614041,0.0,0.14417344173441735,6.92951677076365,11.333667211468155,,,
1802,273,189,43,38,26,1021.0,323700.0,521,1593,3411,76829.0,25011041502,0.15947103307344881,0.0,0.3157602663706992,6.928537818164665,11.249337452027918,,,
1824,531,110,82,0,0,1198.0,185100.0,685,1641,4199,51866.0,25013800101,0.27717579917479657,0.0,0.3963815789473684,7.088408778675395,10.856418748505275,,,
1817,626,386,158,22,9,1265.0,194900.0,1292,1701,4752,51312.0,25013800102,0.29583723105706267,0.0,0.6609796367638965,7.142827401161621,10.845679921932936,,,
2742,485,206,126,0,0,1106.0,189000.0,780,2545,6016,64393.0,25013800201,0.2061093597130123,0.0,0.29795769511305614,7.00850518208228,11.07276021053247,,,
574,50,10,20,0,0,1171.0,150000.0,114,548,1487,58889.0,25013800202,0.23861841770109865,0.0,0.13937282229965156,7.065613363597717,10.983409594982758,,,
1899,155,45,44,8,72,1117.0,179200.0,518,1794,4869,54740.0,25013800300,0.24486664230909755,0.0,0.17061611374407584,7.018401799069201,10.91034998259467,,,
2716,1364,332,101,0,0,1290.0,182900.0,1429,2375,6548,58971.0,25013800400,0.2625019077173526,0.0,0.6616347569955817,7.162397497355718,10.984801076625908,,,
1270,302,177,32,0,0,1216.0,218500.0,551,1213,4022,71918.0,25013800500,0.2028977446536333,0.0,0.4023622047244094,7.103322062526113,11.183281860082527,,,
900,172,290,233,45,42,899.0,184100.0,669,787,2296,20745.0,25013800600,0.5200289226319595,1.0,0.8688888888888889,6.80128303447162,9.940060532766969,,,
1761,355,236,121,0,181,454.0,167000.0,1486,1649,4057,18418.0,25013800700,0.29579758931480077,0.0,0.5070982396365701,6.118097198041348,9.821083726281312,,,
905,254,97,15,92,99,528.0,180400.0,750,834,2006,17727.0,25013800800,0.3574208833982061,1.0,0.6154696132596685,6.269096283706261,9.782844180013784,,,
2026,270,304,235,86,95,580.0,184100.0,1713,1927,4279,16465.0,25013800900,0.4227148496811418,1.0,0.4886475814412636,6.363028103540465,9.708992194810465,,,
1189,0,7,72,56,359,718.0,,1036,1064,1533,16095.0,25013801101,0.5353215284249767,1.0,0.415475189234651,6.576469569048224,9.686263943732909,,,
754,111,29,111,37,167,1373.0,,663,677,1282,46691.0,25013801102,0.3528731447173974,1.0,0.603448275862069,7.224753405767971,10.751306705598122,,,
1248,26,127,603,258,209,855.0,,1044,1048,2390,17070.0,25013801200,0.6010544815465729,1.0,0.9799679487179487,6.75110146893676,9.745077815788486,,,
1869,458,148,182,100,0,642.0,172900.0,1147,1699,5288,33259.0,25013801300,0.23163654950539703,0.0,0.4751203852327448,6.464588303689961,10.412080686149404,,,
1444,441,222,48,9,18,1037.0,153900.0,743,1192,3846,42218.0,25013801401,0.2947557913686106,0.0,0.5110803324099723,6.9440872082295275,10.650601949366015,,,
875,209,0,25,0,0,1037.0,186700.0,352,864,2483,49032.0,25013801402,0.25379344101811063,0.0,0.2674285714285714,6.9440872082295275,10.800228425165567,,,
2238,77,0,0,0,82,1118.0,167500.0,696,2055,5549,52623.0,25013801501,0.25494555612564845,0.0,0.07104557640750671,7.0192966537150445,10.87090856551189,,,
1298,65,177,114,25,125,953.0,184600.0,685,1298,3630,29108.0,25013801502,0.39288168201181806,1.0,0.3898305084745763,6.859614903654202,10.278768329466978,,,
1822,254,0,0,13,0,1361.0,159400.0,618,1624,4126,58214.0,25013801503,0.28055107018930153,0.0,0.14654226125137212,7.215975002651466,10.971881154620236,,,
1656,3,0,84,0,105,1385.0,202000.0,420,1593,5083,67292.0,25013801601,0.24698329667716815,0.0,0.11594202898550725,7.233455418621439,11.116796637839052,,,
1801,18,84,218,15,8,771.0,224300.0,516,1780,4921,74414.0,25013801602,0.12433144300803611,0.0,0.19044975013881177,6.647688373563329,11.217399375162056,,,
1709,70,65,199,2,31,1113.0,198400.0,355,1667,4075,77589.0,25013801603,0.1721378030390906,0.0,0.2147454651843183,7.014814351275545,11.259180943546145,,,
1553,0,0,0,0,0,1217.0,236400.0,79,1553,4243,89241.0,25013801604,0.16364675429455072,0.0,0.0,7.104144092987527,11.399095854221022,,,
1790,36,68,242,72,0,715.0,223300.0,626,1720,5206,67957.0,25013801605,0.12625630913665994,0.0,0.2335195530726257,6.5722825426940075,11.12663043119762,,,
2168,911,223,16,0,0,1264.0,191600.0,1132,1863,7527,43909.0,25013801700,0.3454417089890455,1.0,0.5304428044280443,7.142036574706803,10.689874589440821,,,
1476,450,222,77,37,129,1009.0,202200.0,814,1146,3802,38138.0,25013801800,0.31747863023755835,1.0,0.6199186991869918,6.9167150203536085,10.548966439394572,,,
1713,434,485,146,64,107,863.0,173600.0,1211,1513,4071,31030.0,25013801901,0.33374154044473087,1.0,0.7215411558669002,6.760414691083428,10.342709757442426,,,
1744,271,168,209,249,349,981.0,196100.0,1300,1576,3428,24303.0,25013801902,0.484384643871127,1.0,0.7144495412844036,6.8885724595653635,10.098355078498601,,,
1377,165,316,355,212,91,832.0,226100.0,1114,1259,2727,18721.0,25013802000,0.5333048448266653,1.0,0.8271604938271605,6.723832440821209,9.837401167408268,,,
2905,643,369,490,44,172,1131.0,253200.0,1489,2768,6320,56176.0,25013802101,0.2415978353745372,0.0,0.591394148020654,7.030857476116121,10.936244898408214,,,
1253,316,211,224,100,0,1260.0,180400.0,734,1154,3303,29849.0,25013802200,0.5065496331535395,1.0,0.6791699920191541,7.138866999945524,10.303906617422061,,,
2693,1101,635,254,0,60,1086.0,179500.0,1714,2455,6474,38022.0,25013802300,0.3427489348272053,1.0,0.7612328258447828,6.990256500493881,10.545920218551572,,,
1571,0,0,0,0,0,1861.0,229700.0,133,1562,3658,92688.0,25013802400,0.24093733816675297,0.0,0.0,7.528869256642251,11.436994293336406,,,
2801,380,51,43,19,0,1381.0,221500.0,569,2737,6861,79042.0,25013802500,0.2096606867235141,0.0,0.17600856836843984,7.2305631534092925,11.277734635745343,,,
2943,916,361,21,0,0,1345.0,197500.0,1149,2657,7081,62120.0,25013802601,0.2598197037990985,0.0,0.4410465511382943,7.20414929203594,11.036823277262624,,,
921,57,45,120,73,22,991.0,204000.0,185,910,1867,65000.0,25013802602,0.18295384615384613,0.0,0.34419109663409336,6.898714534329988,11.082142548877775,,,
2961,350,232,159,79,50,867.0,238500.0,805,2781,6373,75319.0,25013810100,0.1381324765331457,0.0,0.2938196555217832,6.7650389767805414,11.229487705996814,,,
1223,72,159,87,0,34,1169.0,238300.0,398,1144,2613,65921.0,25013810200,0.21280016990033523,0.0,0.2878168438266558,7.063903961472068,11.096212334371204,,,
1530,197,127,31,12,18,1237.0,222100.0,360,1476,3436,84900.0,25013810300,0.1748409893992933,0.0,0.25163398692810457,7.1204443723924875,11.349229372299439,,,
2095,371,418,154,75,82,1114.0,236100.0,1296,1938,4338,52120.0,25013810403,0.2564850345356869,0.0,0.5250596658711217,7.01571242048723,10.861304031238781,,,
1570,137,18,38,82,30,1229.0,280100.0,392,1441,3384,73173.0,25013810404,0.20154975195768932,0.0,0.1942675159235669,7.113956109566034,11.200581779447585,,,
2604,48,66,113,66,13,1307.0,261300.0,243,2515,5749,71635.0,25013810412,0.21894325399595171,0.0,0.1175115207373272,7.175489713624222,11.179339060327473,,,
2756,76,0,0,0,0,1422.0,340400.0,278,2608,7412,97542.0,25013810414,0.1749400258350249,0.0,0.027576197387518143,7.259819610363186,11.48803833346228,,,
2072,120,136,136,18,49,1254.0,173400.0,695,2010,4075,63417.0,25013810601,0.23728653200245992,0.0,0.22152509652509653,7.134093721192866,11.057487243283795,,,
1144,0,0,0,7,0,,289200.0,36,1144,2733,90455.0,25013810602,,,0.006118881118881119,,11.412607768455361,,,
